request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,General_Office,#_of_Records,Total_$
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27393&c-r-ot=H,c-t-id,27393,"VERNON, LASHAWNDRA FELICIA",c-t-eid,13735977,"VERNON, LASHAWNDRA FELICIA",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8664,"ASSEMBLY DISTRICT 018",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",37,4085.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74716&c-r-ot=H,c-t-id,74716,"TJUGUM, PATRICK K",c-t-eid,13736016,"TJUGUM, PATRICK K",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8681,"ASSEMBLY DISTRICT 035",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",26,3785.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27406&c-r-ot=H,c-t-id,27406,"KAUFFELD, STEVE",c-t-eid,13736024,"KAUFFELD, STEVE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8683,"ASSEMBLY DISTRICT 037",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",38,3622.71
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27379&c-r-ot=H,c-t-id,27379,"PARKER, ANDREW",c-t-eid,3403087,"PARKER, ANDREW",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8664,"ASSEMBLY DISTRICT 018",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",33,3561.67
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74708&c-r-ot=H,c-t-id,74708,"WIED-VINCENT, KATHLEEN ELIZABETH",c-t-eid,13736125,"WIED-VINCENT, KATHLEEN ELIZABETH",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8728,"ASSEMBLY DISTRICT 082",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",55,3485.05
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74660&c-r-ot=H,c-t-id,74660,"BROWNLOW, JAMES ARTHUR (JIM)",c-t-eid,3173032,"BROWNLOW, JAMES ARTHUR (JIM)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8729,"ASSEMBLY DISTRICT 083",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",41,3424.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27370&c-r-ot=H,c-t-id,27370,"LAWRENCE, DIANA LYNNE",c-t-eid,3268301,"LAWRENCE, DIANA LYNNE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8702,"ASSEMBLY DISTRICT 056",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",37,3388.16
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27352&c-r-ot=H,c-t-id,27352,"DENT, TRACEY",c-t-eid,13735966,"DENT, TRACEY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8663,"ASSEMBLY DISTRICT 017",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",30,3345.32
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27419&c-r-ot=H,c-t-id,27419,"SCHULLER, KURT",c-t-eid,13736070,"SCHULLER, KURT",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8699,"ASSEMBLY DISTRICT 053",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",29,3197.20
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74728&c-r-ot=H,c-t-id,74728,"EVERS, BRUCE F",c-t-eid,13736148,"EVERS, BRUCE F",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8740,"ASSEMBLY DISTRICT 094",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",22,3165.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27395&c-r-ot=H,c-t-id,27395,"LEFEBER, BRANDI L",c-t-eid,13661252,"LEFEBER, BRANDI L",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8649,"ASSEMBLY DISTRICT 003",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",51,3145.12
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27385&c-r-ot=H,c-t-id,27385,"STARZEWSKI, BERNIE",c-t-eid,13735991,"STARZEWSKI, BERNIE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8671,"ASSEMBLY DISTRICT 025",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",18,3111.21
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27342&c-r-ot=H,c-t-id,27342,"BEVERIDGE, ANDREW LOGAN",c-t-eid,13736097,"BEVERIDGE, ANDREW LOGAN",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8717,"ASSEMBLY DISTRICT 071",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",49,3106.13
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27373&c-r-ot=H,c-t-id,27373,"MALLISON, THOMAS (TOM)",c-t-eid,13736100,"MALLISON, THOMAS (TOM)",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8717,"ASSEMBLY DISTRICT 071",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",21,3097.50
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27364&c-r-ot=H,c-t-id,27364,"HALLMON, DAYVIN M A",c-t-eid,13736087,"HALLMON, DAYVIN M A",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8711,"ASSEMBLY DISTRICT 065",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",44,2918.77
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74665&c-r-ot=H,c-t-id,74665,"FLEJTER, RYAN",c-t-eid,13736063,"FLEJTER, RYAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8699,"ASSEMBLY DISTRICT 053",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",69,2782.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27366&c-r-ot=H,c-t-id,27366,"JACKSON, TY",c-t-eid,13735975,"JACKSON, TY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8664,"ASSEMBLY DISTRICT 018",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",52,2699.13
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=138430&c-r-ot=H,c-t-id,138430,"GARROW, BRIAN",c-t-eid,3185573,"GARROW, BRIAN",c-t-ftsts,Disqualified-General,Disqualified-General,c-t-sts,6,Disqualified,c-t-pt,212,"REPUBLICAN WRITEIN",c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8703,"ASSEMBLY DISTRICT 057",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",13,2631.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27415&c-r-ot=H,c-t-id,27415,"RUCKER, RUSSELL J",c-t-eid,4264657,"RUCKER, RUSSELL J",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8691,"ASSEMBLY DISTRICT 045",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",52,2589.49
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74713&c-r-ot=H,c-t-id,74713,"EDWARDS, ANTHONY R",c-t-eid,13735969,"EDWARDS, ANTHONY R",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8663,"ASSEMBLY DISTRICT 017",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",25,2214.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27405&c-r-ot=H,c-t-id,27405,"HOWE, MICHAEL HAROLD (MIKE)",c-t-eid,13735992,"HOWE, MICHAEL HAROLD (MIKE)",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8671,"ASSEMBLY DISTRICT 025",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",5,2190.30
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74692&c-r-ot=H,c-t-id,74692,"REINHARD, JOSEPH J (JOE)",c-t-eid,13736138,"REINHARD, JOSEPH J (JOE)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8735,"ASSEMBLY DISTRICT 089",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",34,2142.83
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27381&c-r-ot=H,c-t-id,27381,"RETRUM, ROBERTA M",c-t-eid,12357516,"RETRUM, ROBERTA M",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8680,"ASSEMBLY DISTRICT 034",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",56,2068.52
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27416&c-r-ot=H,c-t-id,27416,"RUETTEN, CHRIS",c-t-eid,13736026,"RUETTEN, CHRIS",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8683,"ASSEMBLY DISTRICT 037",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",28,1975.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27404&c-r-ot=H,c-t-id,27404,"HINTZ, KEVIN",c-t-eid,13736150,"HINTZ, KEVIN",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8740,"ASSEMBLY DISTRICT 094",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",24,1925.38
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27362&c-r-ot=H,c-t-id,27362,"HALL, AMANDA",c-t-eid,13736046,"HALL, AMANDA",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8693,"ASSEMBLY DISTRICT 047",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",35,1850.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74690&c-r-ot=H,c-t-id,74690,"PRUDENT, ERIC",c-t-eid,13736155,"PRUDENT, ERIC",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8744,"ASSEMBLY DISTRICT 098",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",42,1800.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74711&c-r-ot=H,c-t-id,74711,"DEDERING, JONATHAN",c-t-eid,13736117,"DEDERING, JONATHAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8724,"ASSEMBLY DISTRICT 078",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",38,1755.20
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=139814&c-r-ot=H,c-t-id,139814,"KOEHLER, TIFFANY LEE",c-t-eid,15666236,"KOEHLER, TIFFANY LEE",c-t-ftsts,Withdrew-General,Withdrew-General,c-t-sts,7,Withdrew,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8653,"ASSEMBLY DISTRICT 007",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",3,1730.36
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74670&c-r-ot=H,c-t-id,74670,"HIBBARD, THOMAS D",c-t-eid,6511446,"HIBBARD, THOMAS D",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8745,"ASSEMBLY DISTRICT 099",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",14,1605.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27399&c-r-ot=H,c-t-id,27399,"DINY, JOEL",c-t-eid,13736140,"DINY, JOEL",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8736,"ASSEMBLY DISTRICT 090",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",8,1536.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27374&c-r-ot=H,c-t-id,27374,"MANRIQUEZ, LAURA L",c-t-eid,3256255,"MANRIQUEZ, LAURA L",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8654,"ASSEMBLY DISTRICT 008",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",18,1519.91
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27384&c-r-ot=H,c-t-id,27384,"SCHMID, HANS",c-t-eid,13736102,"SCHMID, HANS",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8717,"ASSEMBLY DISTRICT 071",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",10,1452.77
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27349&c-r-ot=H,c-t-id,27349,"COLEMAN, SAM",c-t-eid,13735965,"COLEMAN, SAM",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8663,"ASSEMBLY DISTRICT 017",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",13,1431.71
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27420&c-r-ot=H,c-t-id,27420,"SLADKY, JASON JON",c-t-eid,3083474,"SLADKY, JASON JON",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8671,"ASSEMBLY DISTRICT 025",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",9,1341.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74712&c-r-ot=H,c-t-id,74712,"ALBANO, TODD",c-t-eid,13736011,"ALBANO, TODD",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8680,"ASSEMBLY DISTRICT 034",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",14,1308.45
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=138410&c-r-ot=H,c-t-id,138410,"KUEHL, KEVIN MARCUS",c-t-eid,3113119,"KUEHL, KEVIN MARCUS",c-t-ftsts,Disqualified-Primary,Disqualified-Primary,c-t-sts,6,Disqualified,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8686,"ASSEMBLY DISTRICT 040",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",6,1243.10
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27424&c-r-ot=H,c-t-id,27424,"YOUNG, ALEX",c-t-eid,13736014,"YOUNG, ALEX",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8680,"ASSEMBLY DISTRICT 034",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",5,1238.48
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27383&c-r-ot=H,c-t-id,27383,"SCHELLENGER, KOBY",c-t-eid,13736064,"SCHELLENGER, KOBY",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8699,"ASSEMBLY DISTRICT 053",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",24,1174.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27357&c-r-ot=H,c-t-id,27357,"GARRIGUES, CHUCK",c-t-eid,13735962,"GARRIGUES, CHUCK",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8661,"ASSEMBLY DISTRICT 015",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",19,1145.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74709&c-r-ot=H,c-t-id,74709,"WOODS, SCOTT ALLAN",c-t-eid,2980463,"WOODS, SCOTT ALLAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8679,"ASSEMBLY DISTRICT 033",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",7,1040.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27386&c-r-ot=H,c-t-id,27386,"STAUDACHER, JOANNE",c-t-eid,13736065,"STAUDACHER, JOANNE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8699,"ASSEMBLY DISTRICT 053",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",36,1025.88
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27391&c-r-ot=H,c-t-id,27391,"UPHOFF, CHARLES MAYNARD",c-t-eid,13736121,"UPHOFF, CHARLES MAYNARD",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8726,"ASSEMBLY DISTRICT 080",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",49,919.97
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27365&c-r-ot=H,c-t-id,27365,"HAUSER-MENTING, LAURA",c-t-eid,13736098,"HAUSER-MENTING, LAURA",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8717,"ASSEMBLY DISTRICT 071",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",22,895.12
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27354&c-r-ot=H,c-t-id,27354,"FERGUSON, RYAN DENNIS",c-t-eid,12358145,"FERGUSON, RYAN DENNIS",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8651,"ASSEMBLY DISTRICT 005",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",8,680.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74741&c-r-ot=H,c-t-id,74741,"VANDERLEEST, DAVID",c-t-eid,6699050,"VANDERLEEST, DAVID",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8736,"ASSEMBLY DISTRICT 090",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",1,500.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=138409&c-r-ot=H,c-t-id,138409,"GRAUPNER, ROBERT DANIEL",c-t-eid,13736045,"GRAUPNER, ROBERT DANIEL",c-t-ftsts,Disqualified-Primary,Disqualified-Primary,c-t-sts,6,Disqualified,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8693,"ASSEMBLY DISTRICT 047",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",1,487.75
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27347&c-r-ot=H,c-t-id,27347,"CALLIER, HARRIET",c-t-eid,13735950,"CALLIER, HARRIET",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8656,"ASSEMBLY DISTRICT 010",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",2,350.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27356&c-r-ot=H,c-t-id,27356,"FISHER, CHRISTOPHER VICTOR",c-t-eid,13736115,"FISHER, CHRISTOPHER VICTOR",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8724,"ASSEMBLY DISTRICT 078",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",5,317.01
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74717&c-r-ot=H,c-t-id,74717,"YOUNG, JOSHUA",c-t-eid,13735940,"YOUNG, JOSHUA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,234,"INDEPENDENT CITIZENS OF WISCONSIN",c-t-p,3,Third-Party,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8649,"ASSEMBLY DISTRICT 003",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",3,235.00
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=27378&c-r-ot=H,c-t-id,27378,"NAMATH, ALBERT",c-t-eid,13736089,"NAMATH, ALBERT",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8711,"ASSEMBLY DISTRICT 065",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",5,158.83
dt=1&s=WI&y=2012&c-exi=1&c-r-ot=H&c-t-id=74664&c-r-ot=H,c-t-id,74664,"DUMAN, PERRY",c-t-eid,13736080,"DUMAN, PERRY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2012,2012,c-r-t,1,Standard,c-r-osid,8706,"ASSEMBLY DISTRICT 060",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",3,144.75
